16 , 6.7041
17 , 6.8926
18 , 7.0724
19 , 7.2178
20 , 7.3972
21 , 7.5503
22 , 7.745
23 , 7.8981
24 , 8.0768
25 , 8.1752
26 , 8.274
27 , 8.4534
28 , 8.6459
29 , 8.8201
30 , 8.9277
16 , 6.4621
17 , 6.6535
18 , 6.8361
19 , 7.0403
20 , 7.2667
21 , 7.3961
22 , 7.5904
23 , 7.7589
24 , 7.9495
25 , 8.0476
26 , 8.1253
27 , 8.3728
28 , 8.5617
29 , 8.7378
30 , 8.853
16 , 6.3487
17 , 6.5893
18 , 6.7752
19 , 6.928
20 , 7.1704
21 , 7.3341
22 , 7.5565
23 , 7.7173
24 , 7.9258
25 , 8.0469
26 , 8.1264
27 , 8.3043
28 , 8.5208
29 , 8.7254
30 , 8.8395
16 , 6.516
17 , 6.7723
18 , 6.9976
19 , 7.2404
20 , 7.4544
21 , 7.6185
22 , 7.8434
23 , 8.0042
24 , 8.2525
25 , 8.3553
26 , 8.4559
27 , 8.6368
28 , 8.8263
29 , 9.029
30 , 9.1873
16 , 6.372
17 , 6.5693
18 , 6.7811
19 , 6.9382
20 , 7.1234
21 , 7.2514
22 , 7.4424
23 , 7.7778
24 , 7.9638
25 , 8.06
26 , 8.1635
27 , 8.3389
28 , 8.558
29 , 8.737
30 , 8.8449
16 , 6.2029
17 , 6.3902
18 , 6.5729
19 , 6.7198
20 , 6.8985
21 , 7.0242
22 , 7.2142
23 , 7.3826
24 , 7.5627
25 , 7.6601
26 , 7.7381
27 , 7.9116
28 , 8.0997
29 , 8.2817
30 , 8.3889
16 , 6.2466
17 , 6.4376
18 , 6.617
19 , 6.8011
20 , 7.0038
21 , 7.1529
22 , 7.3604
23 , 7.5408
24 , 7.7209
25 , 7.8409
26 , 7.9444
27 , 8.1209
28 , 8.3367
29 , 8.515
30 , 8.6506
