16 , 0.2278
17 , 0.8687
18 , 1.6639
19 , 2.2673
20 , 2.9953
21 , 3.7299
22 , 4.4667
23 , 5.2444
24 , 5.8601
25 , 6.6367
26 , 7.2426
27 , 7.9379
28 , 8.6947
29 , 9.3528
30 , 10.0714
16 , 0.1873
17 , 0.8531
18 , 1.6456
19 , 2.3835
20 , 3.1616
21 , 4.0249
22 , 4.8237
23 , 5.722
24 , 6.4646
25 , 7.1723
26 , 7.7086
27 , 8.2992
28 , 9.0363
29 , 9.7892
30 , 10.4935
16 , 0.2037
17 , 0.8359
18 , 1.681
19 , 2.5301
20 , 3.3223
21 , 4.3286
22 , 5.1634
23 , 5.9783
24 , 6.7184
25 , 7.4442
26 , 8.0297
27 , 8.585
28 , 9.3112
29 , 10.0192
30 , 10.7061
16 , 0.2059
17 , 0.9446
18 , 1.8006
19 , 3.2873
20 , 4.4398
21 , 5.3144
22 , 5.971
23 , 6.7577
24 , 7.4282
25 , 8.2011
26 , 8.7943
27 , 9.3546
28 , 9.9963
29 , 10.7418
30 , 11.4079
16 , 0.2325
17 , 0.7688
18 , 1.483
19 , 2.1874
20 , 2.7288
21 , 4.7307
22 , 5.3198
23 , 6.4092
24 , 7.7997
25 , 8.4767
26 , 9.0469
27 , 9.7196
28 , 10.3102
29 , 11.0521
30 , 11.732
16 , 0.2001
17 , 0.7554
18 , 2.0336
19 , 2.6362
20 , 3.1911
21 , 3.7664
22 , 4.2976
23 , 5.0045
24 , 5.6739
25 , 6.4402
26 , 7.0392
27 , 7.4935
28 , 8.1227
29 , 8.8172
30 , 9.5252
16 , 0.2599
17 , 1.0259
18 , 1.7102
19 , 2.4043
20 , 3.1222
21 , 3.8415
22 , 4.4478
23 , 5.1675
24 , 5.858
25 , 6.5251
26 , 7.0939
27 , 7.6491
28 , 8.2354
29 , 8.9529
30 , 9.7017
